"","ï..country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","HDI.for.year","gdp_for_year....","gdp_per_capita....","generation"
"931","Estonia",2001,"female","55-74 years",22,171675,12.81,"Estonia2001",NA,"6,245,069,734",4711,"Silent"
"932","Estonia",2001,"female","35-54 years",24,202560,11.85,"Estonia2001",NA,"6,245,069,734",4711,"Boomers"
"933","Estonia",2001,"female","25-34 years",8,95505,8.38,"Estonia2001",NA,"6,245,069,734",4711,"Generation X"
"934","Estonia",2001,"female","15-24 years",6,97020,6.18,"Estonia2001",NA,"6,245,069,734",4711,"Millenials"
"935","Estonia",2001,"male","5-14 years",4,90730,4.41,"Estonia2001",NA,"6,245,069,734",4711,"Millenials"
"936","Estonia",2001,"female","5-14 years",0,84860,0,"Estonia2001",NA,"6,245,069,734",4711,"Millenials"
"937","Estonia",2002,"male","75+ years",17,21135,80.44,"Estonia2002",NA,"7,322,069,511",5561,"Silent"
"938","Estonia",2002,"male","55-74 years",74,116560,63.49,"Estonia2002",NA,"7,322,069,511",5561,"Silent"
"939","Estonia",2002,"male","35-54 years",117,184685,63.35,"Estonia2002",NA,"7,322,069,511",5561,"Boomers"
"940","Estonia",2002,"male","25-34 years",53,98385,53.87,"Estonia2002",NA,"7,322,069,511",5561,"Generation X"
"941","Estonia",2002,"male","15-24 years",34,102950,33.03,"Estonia2002",NA,"7,322,069,511",5561,"Millenials"
"942","Estonia",2002,"female","75+ years",14,61415,22.8,"Estonia2002",NA,"7,322,069,511",5561,"Silent"
"943","Estonia",2002,"female","35-54 years",28,201060,13.93,"Estonia2002",NA,"7,322,069,511",5561,"Boomers"
"944","Estonia",2002,"female","55-74 years",19,170805,11.12,"Estonia2002",NA,"7,322,069,511",5561,"Silent"
"945","Estonia",2002,"female","25-34 years",6,95715,6.27,"Estonia2002",NA,"7,322,069,511",5561,"Generation X"
"946","Estonia",2002,"male","5-14 years",4,86140,4.64,"Estonia2002",NA,"7,322,069,511",5561,"Millenials"
"947","Estonia",2002,"female","15-24 years",4,97020,4.12,"Estonia2002",NA,"7,322,069,511",5561,"Millenials"
"948","Estonia",2002,"female","5-14 years",1,80820,1.24,"Estonia2002",NA,"7,322,069,511",5561,"Millenials"
"949","Estonia",2003,"male","75+ years",19,22380,84.9,"Estonia2003",NA,"9,833,870,709",7523,"Silent"
"950","Estonia",2003,"male","35-54 years",116,183410,63.25,"Estonia2003",NA,"9,833,870,709",7523,"Boomers"
"951","Estonia",2003,"male","55-74 years",69,116230,59.37,"Estonia2003",NA,"9,833,870,709",7523,"Silent"
"952","Estonia",2003,"male","25-34 years",38,98640,38.52,"Estonia2003",NA,"9,833,870,709",7523,"Generation X"
"953","Estonia",2003,"male","15-24 years",31,103335,30,"Estonia2003",NA,"9,833,870,709",7523,"Millenials"
"954","Estonia",2003,"female","75+ years",16,63315,25.27,"Estonia2003",NA,"9,833,870,709",7523,"Silent"
"955","Estonia",2003,"female","35-54 years",21,199315,10.54,"Estonia2003",NA,"9,833,870,709",7523,"Boomers"
"956","Estonia",2003,"female","55-74 years",17,170190,9.99,"Estonia2003",NA,"9,833,870,709",7523,"Silent"
"957","Estonia",2003,"female","15-24 years",6,97400,6.16,"Estonia2003",NA,"9,833,870,709",7523,"Millenials"
"958","Estonia",2003,"female","25-34 years",5,95605,5.23,"Estonia2003",NA,"9,833,870,709",7523,"Generation X"
"959","Estonia",2003,"male","5-14 years",3,81105,3.7,"Estonia2003",NA,"9,833,870,709",7523,"Millenials"
"960","Estonia",2003,"female","5-14 years",1,76235,1.31,"Estonia2003",NA,"9,833,870,709",7523,"Millenials"
"961","Estonia",2004,"male","55-74 years",73,116415,62.71,"Estonia2004",NA,"12,059,201,242",9293,"Silent"
"962","Estonia",2004,"male","35-54 years",104,182275,57.06,"Estonia2004",NA,"12,059,201,242",9293,"Boomers"
"963","Estonia",2004,"male","75+ years",13,23510,55.3,"Estonia2004",NA,"12,059,201,242",9293,"Silent"
"964","Estonia",2004,"male","25-34 years",43,98265,43.76,"Estonia2004",NA,"12,059,201,242",9293,"Generation X"
"965","Estonia",2004,"male","15-24 years",31,103745,29.88,"Estonia2004",NA,"12,059,201,242",9293,"Millenials"
"966","Estonia",2004,"female","75+ years",11,65370,16.83,"Estonia2004",NA,"12,059,201,242",9293,"Silent"
"967","Estonia",2004,"female","55-74 years",22,170025,12.94,"Estonia2004",NA,"12,059,201,242",9293,"Silent"
"968","Estonia",2004,"female","25-34 years",7,94990,7.37,"Estonia2004",NA,"12,059,201,242",9293,"Generation X"
"969","Estonia",2004,"female","15-24 years",6,97765,6.14,"Estonia2004",NA,"12,059,201,242",9293,"Millenials"
"970","Estonia",2004,"female","35-54 years",12,197475,6.08,"Estonia2004",NA,"12,059,201,242",9293,"Boomers"
"971","Estonia",2004,"female","5-14 years",1,71710,1.39,"Estonia2004",NA,"12,059,201,242",9293,"Millenials"
"972","Estonia",2004,"male","5-14 years",0,76105,0,"Estonia2004",NA,"12,059,201,242",9293,"Millenials"
"973","Estonia",2005,"male","35-54 years",97,181315,53.5,"Estonia2005",0.824,"14,006,088,297",10870,"Boomers"
"974","Estonia",2005,"male","75+ years",13,24740,52.55,"Estonia2005",0.824,"14,006,088,297",10870,"Silent"
"975","Estonia",2005,"male","55-74 years",50,116665,42.86,"Estonia2005",0.824,"14,006,088,297",10870,"Silent"
"976","Estonia",2005,"male","25-34 years",32,97650,32.77,"Estonia2005",0.824,"14,006,088,297",10870,"Generation X"
"977","Estonia",2005,"male","15-24 years",27,103575,26.07,"Estonia2005",0.824,"14,006,088,297",10870,"Millenials"
"978","Estonia",2005,"female","75+ years",15,67375,22.26,"Estonia2005",0.824,"14,006,088,297",10870,"Silent"
"979","Estonia",2005,"female","55-74 years",18,170115,10.58,"Estonia2005",0.824,"14,006,088,297",10870,"Silent"
"980","Estonia",2005,"female","35-54 years",12,195835,6.13,"Estonia2005",0.824,"14,006,088,297",10870,"Boomers"
"981","Estonia",2005,"female","15-24 years",5,97515,5.13,"Estonia2005",0.824,"14,006,088,297",10870,"Millenials"
"982","Estonia",2005,"female","25-34 years",3,93980,3.19,"Estonia2005",0.824,"14,006,088,297",10870,"Generation X"
"983","Estonia",2005,"male","5-14 years",1,71890,1.39,"Estonia2005",0.824,"14,006,088,297",10870,"Millenials"
"984","Estonia",2005,"female","5-14 years",0,67840,0,"Estonia2005",0.824,"14,006,088,297",10870,"Millenials"
"985","Estonia",2006,"male","75+ years",14,25870,54.12,"Estonia2006",NA,"16,963,625,016",13264,"Silent"
"986","Estonia",2006,"male","55-74 years",56,116790,47.95,"Estonia2006",NA,"16,963,625,016",13264,"Silent"
"987","Estonia",2006,"male","35-54 years",73,180705,40.4,"Estonia2006",NA,"16,963,625,016",13264,"Boomers"
"988","Estonia",2006,"female","75+ years",18,69410,25.93,"Estonia2006",NA,"16,963,625,016",13264,"Silent"
"989","Estonia",2006,"male","15-24 years",26,102295,25.42,"Estonia2006",NA,"16,963,625,016",13264,"Millenials"
"990","Estonia",2006,"male","25-34 years",21,96850,21.68,"Estonia2006",NA,"16,963,625,016",13264,"Generation X"
"991","Estonia",2006,"female","55-74 years",17,170020,10,"Estonia2006",NA,"16,963,625,016",13264,"Silent"
"992","Estonia",2006,"female","35-54 years",12,194260,6.18,"Estonia2006",NA,"16,963,625,016",13264,"Boomers"
"993","Estonia",2006,"female","15-24 years",5,96385,5.19,"Estonia2006",NA,"16,963,625,016",13264,"Millenials"
"994","Estonia",2006,"female","25-34 years",4,92765,4.31,"Estonia2006",NA,"16,963,625,016",13264,"Generation X"
"995","Estonia",2006,"male","5-14 years",1,68740,1.45,"Estonia2006",NA,"16,963,625,016",13264,"Millenials"
"996","Estonia",2006,"female","5-14 years",0,64825,0,"Estonia2006",NA,"16,963,625,016",13264,"Millenials"
"997","Estonia",2007,"male","75+ years",21,26860,78.18,"Estonia2007",NA,"22,237,061,730",17504,"Silent"
"998","Estonia",2007,"male","55-74 years",58,117125,49.52,"Estonia2007",NA,"22,237,061,730",17504,"Silent"
"999","Estonia",2007,"male","25-34 years",39,96140,40.57,"Estonia2007",NA,"22,237,061,730",17504,"Generation X"
"1000","Estonia",2007,"male","35-54 years",66,180160,36.63,"Estonia2007",NA,"22,237,061,730",17504,"Boomers"
"1001","Estonia",2007,"male","15-24 years",21,100450,20.91,"Estonia2007",NA,"22,237,061,730",17504,"Millenials"
"1002","Estonia",2007,"female","75+ years",13,71525,18.18,"Estonia2007",NA,"22,237,061,730",17504,"Silent"
"1003","Estonia",2007,"female","55-74 years",17,170045,10,"Estonia2007",NA,"22,237,061,730",17504,"Silent"
"1004","Estonia",2007,"female","35-54 years",11,192585,5.71,"Estonia2007",NA,"22,237,061,730",17504,"Boomers"
"1005","Estonia",2007,"female","15-24 years",3,94785,3.17,"Estonia2007",NA,"22,237,061,730",17504,"Millenials"
"1006","Estonia",2007,"female","25-34 years",2,91870,2.18,"Estonia2007",NA,"22,237,061,730",17504,"Generation X"
"1007","Estonia",2007,"female","5-14 years",0,62580,0,"Estonia2007",NA,"22,237,061,730",17504,"Generation Z"
"1008","Estonia",2007,"male","5-14 years",0,66290,0,"Estonia2007",NA,"22,237,061,730",17504,"Generation Z"
"1009","Estonia",2008,"male","75+ years",18,27640,65.12,"Estonia2008",NA,"24,194,039,256",19141,"Silent"
"1010","Estonia",2008,"male","55-74 years",47,117750,39.92,"Estonia2008",NA,"24,194,039,256",19141,"Silent"
"1011","Estonia",2008,"male","35-54 years",71,179930,39.46,"Estonia2008",NA,"24,194,039,256",19141,"Boomers"
"1012","Estonia",2008,"male","15-24 years",29,98030,29.58,"Estonia2008",NA,"24,194,039,256",19141,"Millenials"
"1013","Estonia",2008,"male","25-34 years",23,95990,23.96,"Estonia2008",NA,"24,194,039,256",19141,"Generation X"
"1014","Estonia",2008,"female","75+ years",12,73185,16.4,"Estonia2008",NA,"24,194,039,256",19141,"Silent"
"1015","Estonia",2008,"female","55-74 years",15,170375,8.8,"Estonia2008",NA,"24,194,039,256",19141,"Silent"
"1016","Estonia",2008,"female","35-54 years",16,191130,8.37,"Estonia2008",NA,"24,194,039,256",19141,"Boomers"
"1017","Estonia",2008,"female","15-24 years",5,92410,5.41,"Estonia2008",NA,"24,194,039,256",19141,"Millenials"
"1018","Estonia",2008,"female","25-34 years",4,91600,4.37,"Estonia2008",NA,"24,194,039,256",19141,"Generation X"
"1019","Estonia",2008,"female","5-14 years",1,61285,1.63,"Estonia2008",NA,"24,194,039,256",19141,"Generation Z"
"1020","Estonia",2008,"male","5-14 years",1,64680,1.55,"Estonia2008",NA,"24,194,039,256",19141,"Generation Z"
"1021","Estonia",2009,"male","55-74 years",66,118960,55.48,"Estonia2009",NA,"19,652,492,637",15609,"Silent"
"1022","Estonia",2009,"male","35-54 years",88,179820,48.94,"Estonia2009",NA,"19,652,492,637",15609,"Boomers"
"1023","Estonia",2009,"male","75+ years",13,28150,46.18,"Estonia2009",NA,"19,652,492,637",15609,"Silent"
"1024","Estonia",2009,"male","25-34 years",30,96260,31.17,"Estonia2009",NA,"19,652,492,637",15609,"Generation X"
"1025","Estonia",2009,"male","15-24 years",23,94705,24.29,"Estonia2009",NA,"19,652,492,637",15609,"Millenials"
"1026","Estonia",2009,"female","75+ years",16,74300,21.53,"Estonia2009",NA,"19,652,492,637",15609,"Silent"
"1027","Estonia",2009,"female","55-74 years",14,171340,8.17,"Estonia2009",NA,"19,652,492,637",15609,"Silent"
"1028","Estonia",2009,"female","35-54 years",14,189570,7.39,"Estonia2009",NA,"19,652,492,637",15609,"Boomers"
"1029","Estonia",2009,"female","25-34 years",3,91560,3.28,"Estonia2009",NA,"19,652,492,637",15609,"Generation X"
"1030","Estonia",2009,"female","15-24 years",2,89195,2.24,"Estonia2009",NA,"19,652,492,637",15609,"Millenials"
"1031","Estonia",2009,"female","5-14 years",0,60910,0,"Estonia2009",NA,"19,652,492,637",15609,"Generation Z"
"1032","Estonia",2009,"male","5-14 years",0,64240,0,"Estonia2009",NA,"19,652,492,637",15609,"Generation Z"
"1033","Estonia",2010,"male","75+ years",18,28755,62.6,"Estonia2010",0.838,"19,490,936,349",15540,"Silent"
"1034","Estonia",2010,"male","55-74 years",54,120465,44.83,"Estonia2010",0.838,"19,490,936,349",15540,"Silent"
"1035","Estonia",2010,"male","35-54 years",61,179395,34,"Estonia2010",0.838,"19,490,936,349",15540,"Generation X"
"1036","Estonia",2010,"male","25-34 years",28,96230,29.1,"Estonia2010",0.838,"19,490,936,349",15540,"Generation X"
"1037","Estonia",2010,"male","15-24 years",20,91065,21.96,"Estonia2010",0.838,"19,490,936,349",15540,"Millenials"
"1038","Estonia",2010,"female","75+ years",12,75665,15.86,"Estonia2010",0.838,"19,490,936,349",15540,"Silent"
"1039","Estonia",2010,"female","55-74 years",14,172395,8.12,"Estonia2010",0.838,"19,490,936,349",15540,"Silent"
"1040","Estonia",2010,"female","25-34 years",5,91330,5.47,"Estonia2010",0.838,"19,490,936,349",15540,"Generation X"
"1041","Estonia",2010,"female","35-54 years",9,187560,4.8,"Estonia2010",0.838,"19,490,936,349",15540,"Generation X"
"1042","Estonia",2010,"female","15-24 years",2,85755,2.33,"Estonia2010",0.838,"19,490,936,349",15540,"Millenials"
"1043","Estonia",2010,"female","5-14 years",0,61030,0,"Estonia2010",0.838,"19,490,936,349",15540,"Generation Z"
"1044","Estonia",2010,"male","5-14 years",0,64580,0,"Estonia2010",0.838,"19,490,936,349",15540,"Generation Z"
"1045","Finland",2000,"male","35-54 years",402,806796,49.83,"Finland2000",0.857,"125,539,893,127",25716,"Boomers"
"1046","Finland",2000,"male","25-34 years",156,335796,46.46,"Finland2000",0.857,"125,539,893,127",25716,"Generation X"
"1047","Finland",2000,"male","75+ years",44,104437,42.13,"Finland2000",0.857,"125,539,893,127",25716,"G.I. Generation"
"1048","Finland",2000,"male","55-74 years",166,462422,35.9,"Finland2000",0.857,"125,539,893,127",25716,"Silent"
"1049","Finland",2000,"male","15-24 years",105,337152,31.14,"Finland2000",0.857,"125,539,893,127",25716,"Generation X"
"1050","Finland",2000,"female","55-74 years",84,529071,15.88,"Finland2000",0.857,"125,539,893,127",25716,"Silent"
"1051","Finland",2000,"female","35-54 years",122,785167,15.54,"Finland2000",0.857,"125,539,893,127",25716,"Boomers"
"1052","Finland",2000,"female","25-34 years",41,321757,12.74,"Finland2000",0.857,"125,539,893,127",25716,"Generation X"
"1053","Finland",2000,"female","15-24 years",26,322489,8.06,"Finland2000",0.857,"125,539,893,127",25716,"Generation X"
"1054","Finland",2000,"female","75+ years",17,231463,7.34,"Finland2000",0.857,"125,539,893,127",25716,"G.I. Generation"
"1055","Finland",2000,"female","5-14 years",2,315989,0.63,"Finland2000",0.857,"125,539,893,127",25716,"Millenials"
"1056","Finland",2000,"male","5-14 years",0,329281,0,"Finland2000",0.857,"125,539,893,127",25716,"Millenials"
"1057","Finland",2001,"male","35-54 years",429,800866,53.57,"Finland2001",NA,"129,250,111,857",26383,"Boomers"
"1058","Finland",2001,"male","25-34 years",156,332298,46.95,"Finland2001",NA,"129,250,111,857",26383,"Generation X"
"1059","Finland",2001,"male","55-74 years",207,479037,43.21,"Finland2001",NA,"129,250,111,857",26383,"Silent"
"1060","Finland",2001,"male","75+ years",44,108828,40.43,"Finland2001",NA,"129,250,111,857",26383,"Silent"
"1061","Finland",2001,"male","15-24 years",93,335676,27.71,"Finland2001",NA,"129,250,111,857",26383,"Millenials"
"1062","Finland",2001,"female","35-54 years",130,780440,16.66,"Finland2001",NA,"129,250,111,857",26383,"Boomers"
"1063","Finland",2001,"female","55-74 years",72,541576,13.29,"Finland2001",NA,"129,250,111,857",26383,"Silent"
"1064","Finland",2001,"female","75+ years",23,236217,9.74,"Finland2001",NA,"129,250,111,857",26383,"Silent"
"1065","Finland",2001,"female","25-34 years",23,317879,7.24,"Finland2001",NA,"129,250,111,857",26383,"Generation X"
"1066","Finland",2001,"female","15-24 years",22,321239,6.85,"Finland2001",NA,"129,250,111,857",26383,"Millenials"
"1067","Finland",2001,"male","5-14 years",4,329122,1.22,"Finland2001",NA,"129,250,111,857",26383,"Millenials"
"1068","Finland",2001,"female","5-14 years",1,315805,0.32,"Finland2001",NA,"129,250,111,857",26383,"Millenials"
"1069","Finland",2002,"male","75+ years",57,113353,50.29,"Finland2002",NA,"139,552,983,249",28390,"Silent"
"1070","Finland",2002,"male","35-54 years",339,792737,42.76,"Finland2002",NA,"139,552,983,249",28390,"Boomers"
"1071","Finland",2002,"male","55-74 years",204,497865,40.97,"Finland2002",NA,"139,552,983,249",28390,"Silent"
"1072","Finland",2002,"male","25-34 years",124,329350,37.65,"Finland2002",NA,"139,552,983,249",28390,"Generation X"
"1073","Finland",2002,"male","15-24 years",97,333547,29.08,"Finland2002",NA,"139,552,983,249",28390,"Millenials"
"1074","Finland",2002,"female","35-54 years",125,773011,16.17,"Finland2002",NA,"139,552,983,249",28390,"Boomers"
"1075","Finland",2002,"female","55-74 years",75,557098,13.46,"Finland2002",NA,"139,552,983,249",28390,"Silent"
"1076","Finland",2002,"female","25-34 years",30,314846,9.53,"Finland2002",NA,"139,552,983,249",28390,"Generation X"
"1077","Finland",2002,"female","75+ years",18,240441,7.49,"Finland2002",NA,"139,552,983,249",28390,"Silent"
"1078","Finland",2002,"female","15-24 years",23,319060,7.21,"Finland2002",NA,"139,552,983,249",28390,"Millenials"
"1079","Finland",2002,"male","5-14 years",3,328694,0.91,"Finland2002",NA,"139,552,983,249",28390,"Millenials"
"1080","Finland",2002,"female","5-14 years",0,315612,0,"Finland2002",NA,"139,552,983,249",28390,"Millenials"
"1081","Finland",2003,"male","35-54 years",376,783442,47.99,"Finland2003",NA,"171,071,106,095",34701,"Boomers"
"1082","Finland",2003,"male","75+ years",52,118318,43.95,"Finland2003",NA,"171,071,106,095",34701,"Silent"
"1083","Finland",2003,"male","55-74 years",176,516435,34.08,"Finland2003",NA,"171,071,106,095",34701,"Silent"
"1084","Finland",2003,"male","25-34 years",111,326748,33.97,"Finland2003",NA,"171,071,106,095",34701,"Generation X"
"1085","Finland",2003,"male","15-24 years",95,332460,28.57,"Finland2003",NA,"171,071,106,095",34701,"Millenials"
"1086","Finland",2003,"female","35-54 years",112,764626,14.65,"Finland2003",NA,"171,071,106,095",34701,"Boomers"
"1087","Finland",2003,"female","55-74 years",72,572548,12.58,"Finland2003",NA,"171,071,106,095",34701,"Silent"
"1088","Finland",2003,"female","75+ years",22,244738,8.99,"Finland2003",NA,"171,071,106,095",34701,"Silent"
"1089","Finland",2003,"female","15-24 years",27,318049,8.49,"Finland2003",NA,"171,071,106,095",34701,"Millenials"
"1090","Finland",2003,"female","25-34 years",25,312105,8.01,"Finland2003",NA,"171,071,106,095",34701,"Generation X"
"1091","Finland",2003,"male","5-14 years",5,326551,1.53,"Finland2003",NA,"171,071,106,095",34701,"Millenials"
"1092","Finland",2003,"female","5-14 years",2,313836,0.64,"Finland2003",NA,"171,071,106,095",34701,"Millenials"
"1093","Finland",2004,"male","55-74 years",220,533983,41.2,"Finland2004",NA,"196,768,065,557",39793,"Silent"
"1094","Finland",2004,"male","35-54 years",310,772775,40.12,"Finland2004",NA,"196,768,065,557",39793,"Boomers"
"1095","Finland",2004,"male","75+ years",49,123863,39.56,"Finland2004",NA,"196,768,065,557",39793,"Silent"
